t,y
0.000000,-1.000000
0.010000,-0.999950
0.020000,-0.999800
0.030000,-0.999550
0.040000,-0.999200
0.050000,-0.998750
0.060000,-0.998201
0.070000,-0.997551
0.080000,-0.996802
0.090000,-0.995953
0.100000,-0.995004
0.110000,-0.993956
0.120000,-0.992809
0.130000,-0.991562
0.140000,-0.990216
0.150000,-0.988771
0.160000,-0.987227
0.170000,-0.985585
0.180000,-0.983844
0.190000,-0.982004
0.200000,-0.980067
0.210000,-0.978031
0.220000,-0.975897
0.230000,-0.973666
0.240000,-0.971338
0.250000,-0.968912
0.260000,-0.966390
0.270000,-0.963771
0.280000,-0.961055
0.290000,-0.958244
0.300000,-0.955336
0.310000,-0.952334
0.320000,-0.949235
0.330000,-0.946042
0.340000,-0.942755
0.350000,-0.939373
0.360000,-0.935897
0.370000,-0.932327
0.380000,-0.928665
0.390000,-0.924909
0.400000,-0.921061
0.410000,-0.917121
0.420000,-0.913089
0.430000,-0.908966
0.440000,-0.904752
0.450000,-0.900447
0.460000,-0.896052
0.470000,-0.891568
0.480000,-0.886995
0.490000,-0.882333
0.500000,-0.877583
0.510000,-0.872745
0.520000,-0.867819
0.530000,-0.862807
0.540000,-0.857709
0.550000,-0.852525
0.560000,-0.847255
0.570000,-0.841901
0.580000,-0.836463
0.590000,-0.830941
0.600000,-0.825336
0.610000,-0.819648
0.620000,-0.813878
0.630000,-0.808028
0.640000,-0.802096
0.650000,-0.796084
0.660000,-0.789992
0.670000,-0.783822
0.680000,-0.777573
0.690000,-0.771246
0.700000,-0.764842
0.710000,-0.758362
0.720000,-0.751806
0.730000,-0.745174
0.740000,-0.738469
0.750000,-0.731689
0.760000,-0.724836
0.770000,-0.717911
0.780000,-0.710914
0.790000,-0.703845
0.800000,-0.696707
0.810000,-0.689498
0.820000,-0.682221
0.830000,-0.674876
0.840000,-0.667463
0.850000,-0.659983
0.860000,-0.652437
0.870000,-0.644827
0.880000,-0.637151
0.890000,-0.629412
0.900000,-0.621610
0.910000,-0.613746
0.920000,-0.605820
0.930000,-0.597834
0.940000,-0.589788
0.950000,-0.581683
0.960000,-0.573520
0.970000,-0.565300
0.980000,-0.557023
0.990000,-0.548690
1.000000,-0.540302
1.010000,-0.531861
1.020000,-0.523366
1.030000,-0.514819
1.040000,-0.506220
1.050000,-0.497571
1.060000,-0.488872
1.070000,-0.480124
1.080000,-0.471328
1.090000,-0.462485
1.100000,-0.453596
1.110000,-0.444662
1.120000,-0.435682
1.130000,-0.426660
1.140000,-0.417595
1.150000,-0.408487
1.160000,-0.399340
1.170000,-0.390152
1.180000,-0.380925
1.190000,-0.371660
1.200000,-0.362358
1.210000,-0.353019
1.220000,-0.343646
1.230000,-0.334238
1.240000,-0.324796
1.250000,-0.315322
1.260000,-0.305817
1.270000,-0.296281
1.280000,-0.286715
1.290000,-0.277121
1.300000,-0.267499
1.310000,-0.257850
1.320000,-0.248175
1.330000,-0.238476
1.340000,-0.228753
1.350000,-0.219007
1.360000,-0.209239
1.370000,-0.199450
1.380000,-0.189641
1.390000,-0.179813
1.400000,-0.169967
1.410000,-0.160104
1.420000,-0.150225
1.430000,-0.140332
1.440000,-0.130424
1.450000,-0.120503
1.460000,-0.110570
1.470000,-0.100626
1.480000,-0.090672
1.490000,-0.080708
1.500000,-0.070737
1.510000,-0.060759
1.520000,-0.050774
1.530000,-0.040785
1.540000,-0.030791
1.550000,-0.020795
1.560000,-0.010796
1.570000,-0.000796
1.580000,0.009204
1.590000,0.019202
1.600000,0.029200
1.610000,0.039194
1.620000,0.049184
1.630000,0.059169
1.640000,0.069148
1.650000,0.079121
1.660000,0.089085
1.670000,0.099041
1.680000,0.108987
1.690000,0.118922
1.700000,0.128844
1.710000,0.138755
1.720000,0.148651
1.730000,0.158532
1.740000,0.168397
1.750000,0.178246
1.760000,0.188077
1.770000,0.197889
1.780000,0.207681
1.790000,0.217452
1.800000,0.227202
1.810000,0.236929
1.820000,0.246632
1.830000,0.256311
1.840000,0.265964
1.850000,0.275590
1.860000,0.285189
1.870000,0.294759
1.880000,0.304300
1.890000,0.313811
1.900000,0.323290
1.910000,0.332736
1.920000,0.342150
1.930000,0.351529
1.940000,0.360873
1.950000,0.370181
1.960000,0.379452
1.970000,0.388685
1.980000,0.397879
1.990000,0.407033
2.000000,0.416147
2.010000,0.425219
2.020000,0.434248
2.030000,0.443234
2.040000,0.452176
2.050000,0.461073
2.060000,0.469923
2.070000,0.478727
2.080000,0.487482
2.090000,0.496189
2.100000,0.504846
2.110000,0.513453
2.120000,0.522008
2.130000,0.530511
2.140000,0.538961
2.150000,0.547358
2.160000,0.555699
2.170000,0.563985
2.180000,0.572215
2.190000,0.580387
2.200000,0.588501
2.210000,0.596557
2.220000,0.604552
2.230000,0.612488
2.240000,0.620362
2.250000,0.628174
2.260000,0.635923
2.270000,0.643608
2.280000,0.651230
2.290000,0.658786
2.300000,0.666276
2.310000,0.673700
2.320000,0.681056
2.330000,0.688344
2.340000,0.695563
2.350000,0.702713
2.360000,0.709793
2.370000,0.716801
2.380000,0.723738
2.390000,0.730602
2.400000,0.737394
2.410000,0.744111
2.420000,0.750755
2.430000,0.757323
2.440000,0.763815
2.450000,0.770231
2.460000,0.776570
2.470000,0.782832
2.480000,0.789015
2.490000,0.795119
2.500000,0.801144
2.510000,0.807088
2.520000,0.812952
2.530000,0.818735
2.540000,0.824435
2.550000,0.830054
2.560000,0.835589
2.570000,0.841040
2.580000,0.846408
2.590000,0.851691
2.600000,0.856889
2.610000,0.862001
2.620000,0.867027
2.630000,0.871966
2.640000,0.876818
2.650000,0.881582
2.660000,0.886258
2.670000,0.890846
2.680000,0.895344
2.690000,0.899753
2.700000,0.904072
2.710000,0.908301
2.720000,0.912438
2.730000,0.916485
2.740000,0.920440
2.750000,0.924302
2.760000,0.928073
2.770000,0.931750
2.780000,0.935335
2.790000,0.938825
2.800000,0.942222
2.810000,0.945525
2.820000,0.948733
2.830000,0.951847
2.840000,0.954865
2.850000,0.957787
2.860000,0.960614
2.870000,0.963345
2.880000,0.965979
2.890000,0.968517
2.900000,0.970958
2.910000,0.973302
2.920000,0.975549
2.930000,0.977698
2.940000,0.979749
2.950000,0.981702
2.960000,0.983557
2.970000,0.985314
2.980000,0.986972
2.990000,0.988532
3.000000,0.989992
3.010000,0.991354
3.020000,0.992617
3.030000,0.993780
3.040000,0.994844
3.050000,0.995808
3.060000,0.996673
3.070000,0.997438
3.080000,0.998104
3.090000,0.998669
3.100000,0.999135
3.110000,0.999501
3.120000,0.999767
3.130000,0.999933
3.140000,0.999999
3.150000,0.999965
3.160000,0.999831
3.170000,0.999597
3.180000,0.999263
3.190000,0.998829
3.200000,0.998295
3.210000,0.997661
3.220000,0.996928
3.230000,0.996095
3.240000,0.995162
3.250000,0.994130
3.260000,0.992998
3.270000,0.991767
3.280000,0.990437
3.290000,0.989008
3.300000,0.987480
3.310000,0.985853
3.320000,0.984128
3.330000,0.982304
3.340000,0.980382
3.350000,0.978362
3.360000,0.976244
3.370000,0.974028
3.380000,0.971715
3.390000,0.969305
3.400000,0.966798
3.410000,0.964194
3.420000,0.961494
3.430000,0.958698
3.440000,0.955806
3.450000,0.952818
3.460000,0.949735
3.470000,0.946557
3.480000,0.943285
3.490000,0.939918
3.500000,0.936457
3.510000,0.932902
3.520000,0.929254
3.530000,0.925513
3.540000,0.921680
3.550000,0.917755
3.560000,0.913737
3.570000,0.909629
3.580000,0.905429
3.590000,0.901139
3.600000,0.896758
3.610000,0.892288
3.620000,0.887729
3.630000,0.883081
3.640000,0.878345
3.650000,0.873521
3.660000,0.868609
3.670000,0.863611
3.680000,0.858526
3.690000,0.853356
3.700000,0.848100
3.710000,0.842759
3.720000,0.837334
3.730000,0.831826
3.740000,0.826234
3.750000,0.820559
3.760000,0.814803
3.770000,0.808965
3.780000,0.803046
3.790000,0.797047
3.800000,0.790968
3.810000,0.784810
3.820000,0.778573
3.830000,0.772259
3.840000,0.765867
3.850000,0.759399
3.860000,0.752855
3.870000,0.746236
3.880000,0.739542
3.890000,0.732774
3.900000,0.725932
3.910000,0.719018
3.920000,0.712033
3.930000,0.704976
3.940000,0.697848
3.950000,0.690651
3.960000,0.683385
3.970000,0.676050
3.980000,0.668648
3.990000,0.661179
4.000000,0.653644
4.010000,0.646043
4.020000,0.638378
4.030000,0.630649
4.040000,0.622857
4.050000,0.615002
4.060000,0.607087
4.070000,0.599110
4.080000,0.591073
4.090000,0.582978
4.100000,0.574824
4.110000,0.566613
4.120000,0.558345
4.130000,0.550021
4.140000,0.541642
4.150000,0.533209
4.160000,0.524722
4.170000,0.516184
4.180000,0.507593
4.190000,0.498952
4.200000,0.490261
4.210000,0.481521
4.220000,0.472732
4.230000,0.463897
4.240000,0.455015
4.250000,0.446087
4.260000,0.437115
4.270000,0.428100
4.280000,0.419041
4.290000,0.409941
4.300000,0.400799
4.310000,0.391618
4.320000,0.382397
4.330000,0.373138
4.340000,0.363842
4.350000,0.354509
4.360000,0.345141
4.370000,0.335738
4.380000,0.326302
4.390000,0.316833
4.400000,0.307333
4.410000,0.297802
4.420000,0.288241
4.430000,0.278651
4.440000,0.269033
4.450000,0.259389
4.460000,0.249718
4.470000,0.240022
4.480000,0.230303
4.490000,0.220560
4.500000,0.210796
4.510000,0.201010
4.520000,0.191204
4.530000,0.181379
4.540000,0.171536
4.550000,0.161676
4.560000,0.151800
4.570000,0.141908
4.580000,0.132003
4.590000,0.122084
4.600000,0.112153
4.610000,0.102210
4.620000,0.092258
4.630000,0.082296
4.640000,0.072326
4.650000,0.062349
4.660000,0.052365
4.670000,0.042376
4.680000,0.032383
4.690000,0.022387
4.700000,0.012389
4.710000,0.002389
4.720000,-0.007611
4.730000,-0.017610
4.740000,-0.027608
4.750000,-0.037602
4.760000,-0.047593
4.770000,-0.057579
4.780000,-0.067560
4.790000,-0.077533
4.800000,-0.087499
4.810000,-0.097456
4.820000,-0.107403
4.830000,-0.117340
4.840000,-0.127265
4.850000,-0.137177
4.860000,-0.147076
4.870000,-0.156959
4.880000,-0.166827
4.890000,-0.176679
